,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price
293,"Electricity Meter,Water Meter,Natural Gas,Landline",2,1,75.0,0,0,New Cairo - El Tagamoa,Not in Compound,230000.0
294,"Balcony,Elevator,Natural Gas",3,2,175.0,1,9,Heliopolis,Not in Compound,1650000.0
295,No,2,1,70.0,0,0,Shorouk City,Not in Compound,260000.0
296,"Electricity Meter,Water Meter,Natural Gas,Landline",2,1,100.0,0,3,Ain Shams,Not in Compound,275000.0
297,No,3,2,125.0,0,3,Shorouk City,Not in Compound,4000.0
298,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,75.0,0,0,Nasr City,Not in Compound,430000.0
299,"Balcony,Pets Allowed,Security,Pool",2,2,154.0,0,2,New Cairo - El Tagamoa,Eastown,2270000.0
300,No,2,1,140.0,0,10,Nasr City,Not in Compound,950000.0
302,"Balcony,Pets Allowed,Security",3,3,186.0,0,2,New Cairo - El Tagamoa,Eastown,3600000.0
303,"Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,170.0,0,2,Helmeyat El Zaytoun,Not in Compound,1700000.0
304,"Balcony,Covered Parking,Pets Allowed,Security",2,3,127.0,0,1,New Cairo - El Tagamoa,Eastown,1900000.0
305,Balcony,2,1,120.0,0,3,Maadi,Not in Compound,420000.0
306,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Water Meter,Natural Gas,Elevator",3,1,200.0,1,11,Ezbet El Nakhl,VGK,900000.0
307,"Balcony,Covered Parking,Private Garden,Security,Natural Gas,Elevator",3,2,130.0,0,0,New Cairo - El Tagamoa,Not in Compound,1200000.0
308,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,123.0,1,2,Rehab City,Not in Compound,2000000.0
309,"Balcony,Electricity Meter,Natural Gas,Elevator",2,1,110.0,0,10,Ain Shams,Not in Compound,480000.0
311,Balcony,3,2,140.0,0,5,New Cairo - El Tagamoa,Not in Compound,800000.0
312,No,3,2,150.0,0,1,Maadi,Not in Compound,1000250.0
313,No,3,1,120.0,0,2,Sheraton,Not in Compound,1100000.0
315,Built in Kitchen Appliances,1,1,38.0,1,0,Nasr City,Not in Compound,590000.0
316,No,2,1,120.0,0,5,Heliopolis,Not in Compound,875000.0
317,No,3,1,115.0,0,1,New Cairo - El Tagamoa,Not in Compound,100000.0
318,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,250.0,0,8,Nasr City,Not in Compound,2100000.0
319,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,175.0,0,3,Madinaty,Madinaty,2200000.0
322,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,120.0,0,8,Hadayek al-Kobba,Not in Compound,580000.0
323,No,3,1,145.0,0,3,Madinaty,Madinaty,1775000.0
327,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Security,Water Meter,Natural Gas,Landline,Elevator",2,2,145.0,0,10,Heliopolis,Not in Compound,1000000.0
328,No,2,1,110.0,0,0,Heliopolis,Not in Compound,950000.0
329,"Balcony,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas",2,1,117.0,0,0,New Cairo - El Tagamoa,Rehab City,2400000.0
330,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,140.0,0,8,Gesr Al Suez,Not in Compound,950000.0
331,"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,255.0,1,6,Nasr City,Not in Compound,3250000.0
332,"Electricity Meter,Water Meter,Natural Gas",2,1,77.0,0,3,Nasr City,Not in Compound,450000.0
333,"Balcony,Security,Natural Gas,Elevator",3,3,180.0,0,4,Rehab City,Not in Compound,2800000.0
334,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,103.0,0,4,Madinaty,Madinaty,1200000.0
335,"Balcony,Security,Elevator",3,3,226.0,0,3,Madinaty,Madinaty,1508000.0
336,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas",3,1,140.0,0,2,New Cairo - El Tagamoa,Not in Compound,1100000.0
339,Electricity Meter,3,2,165.0,0,0,Mokattam,Not in Compound,650000.0
340,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Elevator",2,2,117.0,0,3,New Cairo - El Tagamoa,Rehab City,1600000.0
341,No,3,2,150.0,0,0,Waili,Not in Compound,850000.0
342,No,2,1,100.0,0,10,Matareya,Not in Compound,275000.0
343,No,3,2,155.0,0,1,New Cairo - El Tagamoa,Not in Compound,1900000.0
344,No,3,3,205.0,0,1,Mokattam,Not in Compound,1300000.0
345,No,2,1,64.0,0,5,New Cairo - El Tagamoa,Not in Compound,130000.0
346,"Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,155.0,0,3,Zahraa Al Maadi,Not in Compound,1300000.0
348,"Covered Parking,Security",3,1,160.0,0,2,Nasr City,Not in Compound,950000.0
349,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,166.0,0,1,Rehab City,Rehab City,2150000.0
350,"Balcony,Covered Parking,Pets Allowed,Water Meter",3,3,220.0,0,1,Shorouk City,Not in Compound,1200000.0
352,"Balcony,Private Garden,Electricity Meter,Water Meter",2,1,100.0,0,2,15 May City,Not in Compound,560000.0
353,No,2,2,135.0,0,10,Heliopolis,Not in Compound,1350000.0
354,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas",2,1,90.0,0,4,New Cairo - El Tagamoa,Madinaty,1100000.0
355,"Built in Kitchen Appliances,Central A/C & heating,Security,Covered Parking,Electricity Meter,Natural Gas,Elevator",3,2,160.0,0,6,Heliopolis,Not in Compound,2000000.0
356,No,2,2,135.0,0,2,Shorouk City,Not in Compound,1250000.0
357,"Balcony,Electricity Meter,Water Meter,Natural Gas",3,1,145.0,0,3,Shorouk City,Madinaty,1780000.0
358,"Balcony,Electricity Meter,Water Meter,Natural Gas",2,1,73.0,0,1,Dar al-Salaam,Not in Compound,135000.0
359,"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,85.0,0,2,Heliopolis,Not in Compound,450000.0
360,"Balcony,Built in Kitchen Appliances,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165.0,0,4,Nasr City,Not in Compound,1250000.0
361,No,2,2,96.0,0,0,Madinaty,Madinaty,1375000.0
362,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,133.0,0,4,Madinaty,Madinaty,1750000.0
363,No,3,2,170.0,0,8,Zahraa Al Maadi,Not in Compound,7500.0
364,No,2,2,96.0,0,4,Madinaty,Not in Compound,1100000.0
365,"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,132.0,0,5,Katameya,Not in Compound,950.0
366,"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,150.0,0,5,Obour City,Not in Compound,750000.0
367,"Balcony,Covered Parking,Pets Allowed,Security,Pool,Electricity Meter,Elevator",3,3,165.0,0,4,New Cairo - El Tagamoa,Not in Compound,1500000.0
368,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,2,New Cairo - El Tagamoa,Not in Compound,1190000.0
369,No,3,1,140.0,0,4,Helmeyat El Zaytoun,Not in Compound,770000.0
370,"Balcony,Elevator,Security",3,3,182.0,0,10,New Cairo - El Tagamoa,Tag Sultan,2400000.0
371,"Balcony,Built in Kitchen Appliances,Central A/C & heating,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,123.0,1,2,Rehab City,Not in Compound,2000000.0
372,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Water Meter,Landline,Elevator",3,2,123.0,0,0,Madinaty,Madinaty,1750000.0
373,"Balcony,Built in Kitchen Appliances,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,250.0,0,8,Maadi,Not in Compound,1900000.0
375,No,2,2,96.0,0,0,Madinaty,Madinaty,1375000.0
376,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,133.0,0,4,Madinaty,Madinaty,1750000.0
377,No,3,2,170.0,0,8,Zahraa Al Maadi,Not in Compound,7500.0
378,No,2,2,96.0,0,4,Madinaty,Not in Compound,1100000.0
379,"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,132.0,0,5,Katameya,Not in Compound,950.0
380,"Balcony,Security,Electricity Meter,Water Meter,Elevator",3,2,150.0,0,5,Obour City,Not in Compound,750000.0
381,No,3,2,150.0,0,0,Zahraa Al Maadi,Not in Compound,950000.0
382,"Balcony,Electricity Meter,Natural Gas",2,1,65.0,0,1,Salam City,Not in Compound,83000.0
383,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,134.0,0,5,Madinaty,Madinaty,1300000.0
385,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Elevator",3,3,113.0,0,4,Shorouk City,Not in Compound,485000.0
386,"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Natural Gas,Elevator",3,1,120.0,1,5,Gesr Al Suez,Not in Compound,490000.0
387,No,2,2,117.0,0,3,Rehab City,Not in Compound,1600000.0
389,No,2,1,125.0,0,10,Salam City,Not in Compound,500000.0
390,No,3,1,115.0,0,4,New Cairo - El Tagamoa,Not in Compound,150000.0
391,"Balcony,Private Garden,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas",3,3,158.0,0,0,Madinaty,Madinaty,2350000.0
392,"Balcony,Electricity Meter,Natural Gas,Landline,Elevator",3,1,124.0,0,6,Nasr City,Not in Compound,820.0
393,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Landline,Elevator",3,2,135.0,0,5,Madinaty,Madinaty,1600000.0
394,No,3,2,185.0,0,0,New Cairo - El Tagamoa,Not in Compound,2000000.0
395,No,2,2,135.0,0,3,New Cairo - El Tagamoa,Not in Compound,1550000.0
396,"Balcony,Electricity Meter,Water Meter,Natural Gas",3,1,118.0,0,1,New Cairo - El Tagamoa,Not in Compound,550000.0
397,No,3,2,108.0,0,4,Rehab City,Not in Compound,1650000.0
398,Balcony,2,1,90.0,0,4,Nasr City,Not in Compound,170000.0
399,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,145.0,0,3,Madinaty,Madinaty,1680000.0
400,No,2,2,100.0,0,0,Shubra,Not in Compound,600000.0
401,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,240.0,0,2,New Cairo - El Tagamoa,Not in Compound,2950000.0
402,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,130.0,0,5,New Cairo - El Tagamoa,Dar Misr,440000.0
403,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,145.0,0,8,Helwan,Not in Compound,950000.0
404,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,133.0,0,2,Madinaty,Madinaty,1210000.0
405,"Electricity Meter,Water Meter,Natural Gas,Landline",3,1,100.0,0,5,Marg,Not in Compound,300000.0
406,No,3,3,200.0,0,2,Madinaty,Not in Compound,2500000.0
407,No,3,2,220.0,0,6,Nasr City,Not in Compound,1700000.0
408,No,2,1,135.0,0,4,New Cairo - El Tagamoa,Not in Compound,1300000.0
409,"Balcony,Private Garden,Electricity Meter,Water Meter",3,1,135.0,0,3,Obour City,Not in Compound,55555.0
411,Balcony,2,2,72.0,0,3,Mokattam,Not in Compound,325000.0
412,No,3,1,130.0,0,1,Shorouk City,Not in Compound,580000.0
414,No,3,3,211.0,0,4,Rehab City,Not in Compound,3500000.0
416,"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,3,162.0,0,3,Shorouk City,Rehab City,2100000.0
417,"Balcony,Electricity Meter,Water Meter,Elevator,Landline",3,2,185.0,0,10,Nasr City,Not in Compound,2000000.0
418,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,150.0,0,9,Ain Shams,Not in Compound,800000.0
419,No,3,1,140.0,0,3,Ain Shams,Not in Compound,600000.0
420,"Balcony,Built in Kitchen Appliances,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,250.0,0,8,Maadi,Not in Compound,1900000.0
421,"Balcony,Pets Allowed,Private Garden,Security",3,3,190.0,0,0,New Cairo - El Tagamoa,Eastown,3500000.0
422,"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Covered Parking,Maids Room,Pets Allowed,Pool,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,3,211.0,0,1,New Cairo - El Tagamoa,Hyde Park New Cairo,2600000.0
423,"Balcony,Covered Parking,Private Garden,Security,Electricity Meter,Water Meter,Natural Gas",2,1,113.0,0,0,Rehab City,Not in Compound,1750000.0
424,No,3,3,220.0,0,1,New Cairo - El Tagamoa,Not in Compound,2150000.0
426,"Balcony,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,96.0,0,2,Madinaty,Madinaty,1350000.0
427,"Balcony,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,201.0,0,2,New Cairo - El Tagamoa,Not in Compound,2600000.0
428,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,133.0,0,5,Madinaty,Not in Compound,1550000.0
429,Balcony,3,3,220.0,0,2,New Cairo - El Tagamoa,Not in Compound,2200000.0
430,"Balcony,Electricity Meter,Water Meter,Natural Gas",2,1,100.0,0,3,Zawya al-Hamra,Not in Compound,180000.0
431,"Balcony,Covered Parking,Private Garden,Security,Electricity Meter",3,3,136.0,0,0,Rehab City,Not in Compound,2050000.0
432,No,3,2,175.0,0,0,Obour City,Not in Compound,780000.0
433,"Balcony,Electricity Meter,Natural Gas",2,2,100.0,0,1,Heliopolis,Not in Compound,1200000.0
434,"Balcony,Built in Kitchen Appliances,Covered Parking,Private Garden,Security,Electricity Meter",2,1,88.0,0,0,Rehab City,Not in Compound,1350000.0
436,"Electricity Meter,Water Meter,Landline",3,1,120.0,0,2,Nasr City,Not in Compound,700000.0
438,"Balcony,Electricity Meter,Water Meter,Natural Gas",2,1,100.0,0,4,Ezbet El Nakhl,Not in Compound,320000.0
439,No,3,1,140.0,0,8,Nasr City,Not in Compound,260000.0
440,"Balcony,Electricity Meter,Natural Gas",3,3,220.0,0,1,New Cairo - El Tagamoa,Not in Compound,1800000.0
441,"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,200.0,1,8,Ezbet El Nakhl,Not in Compound,2000000.0
442,Security,3,2,240.0,0,2,Maadi,Not in Compound,1650000.0
443,"Balcony,Security,Covered Parking,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,165.0,0,3,Zahraa Al Maadi,Not in Compound,7000.0
444,No,3,2,160.0,0,1,Obour City,Not in Compound,1050000.0
446,"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,103.0,0,4,Madinaty,Not in Compound,1200000.0
447,Balcony,3,1,165.0,1,1,Nasr City,Not in Compound,850000.0
448,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline",3,1,100.0,0,5,Salam City,Not in Compound,280000.0
449,No,3,2,155.0,0,2,Obour City,Not in Compound,780000.0
450,"Balcony,Electricity Meter,Natural Gas",2,2,120.0,0,1,Heliopolis,Not in Compound,1400000.0
452,"Balcony,Maids Room,Pets Allowed,Private Garden,Electricity Meter,Water Meter,Natural Gas,Elevator",4,2,220.0,0,0,New Nozha,Not in Compound,3000000.0
454,"Balcony,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline",1,1,150.0,0,5,New Cairo - El Tagamoa,Not in Compound,800000.0
455,"Balcony,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",3,2,270.0,0,8,Nasr City,Not in Compound,1000.0
459,No,3,2,150.0,0,3,Shorouk City,Not in Compound,540000.0
462,Built in Kitchen Appliances,2,2,100.0,0,4,Madinaty,Madinaty,1400000.0
465,No,2,1,75.0,0,5,Dar al-Salaam,Not in Compound,135000.0
466,"Balcony,Water Meter,Electricity Meter",3,3,210.0,0,1,New Cairo - El Tagamoa,Not in Compound,2450000.0
468,Natural Gas,2,1,90.0,1,2,Nasr City,Not in Compound,600000.0
470,"Balcony,Covered Parking,Electricity Meter,Elevator",2,1,63.0,0,2,Ain Shams,Not in Compound,250000.0
471,"Electricity Meter,Water Meter",3,1,90.0,0,4,Shubra,Not in Compound,550000.0
472,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,3,200.0,0,2,New Cairo - El Tagamoa,Not in Compound,2100000.0
474,No,2,1,120.0,0,5,Heliopolis,Not in Compound,875000.0
475,No,2,1,92.0,0,0,Rehab City,Not in Compound,1100000.0
476,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,150.0,1,6,Heliopolis,Not in Compound,1400000.0
477,"Electricity Meter,Water Meter,Natural Gas,Landline",3,2,200.0,0,3,New Cairo - El Tagamoa,Not in Compound,1350000.0
478,"Balcony,Security,Covered Parking,Maids Room,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,96.0,0,2,Madinaty,Madinaty,1350000.0
479,"Balcony,Security,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Elevator",2,2,165.0,0,7,Nasr City,Not in Compound,1150000.0
480,"Balcony,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,123.0,0,3,Nasr City,Not in Compound,1700000.0
481,"Balcony,Covered Parking,Security,Electricity Meter,Water Meter,Natural Gas",2,1,100.0,0,4,New Cairo - El Tagamoa,Not in Compound,950000.0
482,No,3,2,195.0,0,4,Madinaty,Madinaty,2500000.0
484,No,3,1,150.0,0,2,Heliopolis,Not in Compound,2000000.0
486,"Electricity Meter,Natural Gas,Landline,Elevator",2,1,125.0,0,4,New Cairo - El Tagamoa,Not in Compound,770000.0
488,Covered Parking,3,2,160.0,0,6,Nasr City,Not in Compound,1000.0
490,"Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,1,110.0,0,2,Heliopolis,Not in Compound,750000.0
491,"Security,Covered Parking,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,100.0,0,0,Sheraton,Not in Compound,1000000.0
493,Elevator,2,1,100.0,0,7,Ramses + Ramses Extension,Not in Compound,380000.0
494,"Balcony,Covered Parking,Electricity Meter,Elevator",3,3,195.0,0,1,New Cairo - El Tagamoa,Not in Compound,1100000.0
495,"Balcony,Elevator",4,2,220.0,0,5,Heliopolis,Not in Compound,2550000.0
496,"Electricity Meter,Water Meter,Natural Gas",2,1,70.0,0,2,Waili,Not in Compound,170000.0
497,No,2,1,100.0,0,1,Shorouk City,Not in Compound,460000.0
498,"Balcony,Built in Kitchen Appliances,Electricity Meter,Water Meter,Elevator",3,1,155.0,1,10,Helmeyat El Zaytoun,Not in Compound,750000.0
500,"Electricity Meter,Elevator",3,3,220.0,0,5,Heliopolis,Not in Compound,3000000.0
501,No,3,3,168.0,0,1,Rehab City,Not in Compound,2200000.0
502,"Balcony,Built in Kitchen Appliances,Private Garden,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,200.0,1,2,Maadi,Not in Compound,2500000.0
503,"Electricity Meter,Elevator",3,2,180.0,0,3,New Cairo - El Tagamoa,Not in Compound,970000.0
505,No,3,1,130.0,0,5,Nasr City,Not in Compound,340000.0
506,"Balcony,Security,Electricity Meter,Water Meter,Natural Gas,Elevator",2,1,135.0,0,4,Heliopolis,Not in Compound,1300000.0
507,"Covered Parking,Elevator",2,2,135.0,0,6,Maadi,Not in Compound,1350000.0
509,No,2,2,96.0,0,5,Madinaty,Madinaty,800000.0
510,"Balcony,Electricity Meter,Natural Gas",2,1,70.0,0,5,New Cairo - El Tagamoa,Not in Compound,410000.0
511,"Balcony,Built in Kitchen Appliances,Covered Parking,Security,Pool,Elevator",3,1,139.0,0,6,Nasr City,Not in Compound,1550000.0
512,No,3,2,230.0,0,2,Obour City,Not in Compound,1100000.0
513,"Balcony,Electricity Meter,Water Meter,Natural Gas,Elevator",4,2,200.0,0,0,Heliopolis,Not in Compound,3000000.0
514,No,4,3,196.0,0,5,Rehab City,Rehab City,3000000.0
515,No,4,2,165.0,0,2,Nasr City,Not in Compound,1800000.0
516,"Balcony,Maids Room,Pets Allowed,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,2,150.0,0,2,Maadi,Not in Compound,1220000.0
517,"Built in Kitchen Appliances,Electricity Meter,Water Meter",2,1,70.0,0,4,Heliopolis,Not in Compound,230000.0
518,"Balcony,Built in Kitchen Appliances,Private Garden,Central A/C & heating,Security,Pets Allowed,Electricity Meter",3,2,200.0,0,2,Maadi,Not in Compound,2500000.0
519,"Central A/C & heating,Electricity Meter,Water Meter,Natural Gas,Landline",2,1,67.0,0,3,Helwan,Not in Compound,265000.0
520,No,3,2,161.0,0,2,New Cairo - El Tagamoa,Not in Compound,1200000.0
521,"Balcony,Security,Electricity Meter,Natural Gas,Elevator",3,1,115.0,0,4,Nasr City,Not in Compound,570000.0
522,"Balcony,Electricity Meter,Water Meter,Elevator",3,2,170.0,0,3,Nasr City,Not in Compound,470000.0
523,"Electricity Meter,Natural Gas",2,1,80.0,0,6,Gesr Al Suez,Not in Compound,270000.0
524,No,3,1,135.0,0,2,New Cairo - El Tagamoa,Not in Compound,1200000.0
525,"Security,Water Meter,Landline,Elevator",2,1,91.0,0,5,Madinaty,Madinaty,1050000.0
526,"Balcony,Covered Parking,Electricity Meter,Water Meter",2,2,146.0,0,4,Zahraa Al Maadi,Not in Compound,1500000.0
528,"Balcony,Built in Kitchen Appliances,Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",2,1,110.0,1,7,Nasr City,Not in Compound,850000.0
529,"Balcony,Covered Parking,Pets Allowed,Private Garden,Security,Electricity Meter,Elevator",3,2,167.0,0,0,New Cairo - El Tagamoa,Not in Compound,1550000.0
530,"Security,Electricity Meter,Water Meter,Natural Gas,Landline,Elevator",3,2,130.0,0,1,Obour City,Dar Misr,350000.0
531,"Balcony,Built in Kitchen Appliances,Covered Parking,Pets Allowed,Security,Electricity Meter,Elevator",2,2,126.0,1,5,New Cairo - El Tagamoa,Not in Compound,950000.0
532,No,4,3,196.0,0,5,Rehab City,Rehab City,2800000.0
533,No,2,1,99.0,0,4,Rehab City,Not in Compound,1465000.0
535,"Balcony,Pets Allowed,Electricity Meter,Water Meter,Natural Gas,Landline",3,2,200.0,0,2,New Cairo - El Tagamoa,Not in Compound,2100000.0
536,No,2,2,125.0,0,3,Obour City,Not in Compound,570000.0
537,No,3,3,155.0,0,3,Rehab City,Not in Compound,1700000.0
