brand,model,trim,year,origin,color,options,fuel,gear,drivetrain,cylinders,engine size,condition,kilometer,location,aminities,cabin
Toyota,Avalon,Limited,2017,Saudi,White,Full,Gasoline,Automatic,FWD,6,3.5,Used,44853 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Sensors control', 'Traction Control System', 'Forward Collision Warning', 'Lane Departure Warning System', 'Drive Mode', 'seat heating / cooling', 'Power seats', 'Leather Seats', 'Voice control', ' Rear AC Vents', 'Mirrors (Black)', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Echo', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Memory Seats', 'Rear Central Arm Rest', 'Paddle shift', 'Electric car curtain', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals']",
Chevrolet,Spark,LS,2019,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.4,Used,27521 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Safety belts', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Bluetooth', 'USB Input', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
BMW,3 Series,320i ,2021,Other,White,Standard,Gasoline,Automatic,RWD,4,2.0,Used,68054 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Auto Hold', 'Sensors control', 'Memory Seats', 'Voice control', 'Mirrors (Black)', 'Leather Seats', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Power seats', 'ISOFIX', 'Bluetooth', 'USB Input', 'Rear Camera', 'Media screen', 'Radio', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'LED Lamps', 'Front sensors', 'Side Turn Signals']",
Toyota,Avalon,Touring,2022,Saudi,White,Half Full,Gasoline,Automatic,FWD,6,3.5,Used,100 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Traction Control System', 'Auto Hold', 'Voice control', 'Echo', 'Leather Seats', 'ISOFIX', ' Rear AC Vents', 'Fingerprint Ignition', 'Rear Central Arm Rest', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Drive Mode', 'Power seats', 'Mirrors (Black)', 'A/C Auto', 'Seats Heating', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler']",
Mazda,6,S,2023,Saudi,White,Standard,Gasoline,Automatic,FWD,4,2.5,Used,100 km,Riyadh,"['Auto Hold', 'Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Traction Control System', 'Rear Central Arm Rest', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Voice control', 'Manual seats\t', 'Bluetooth', 'USB Input', 'Power connection', 'Radio', 'CD player', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Rear Fog Lights', 'Daytime Running Lights']",
Mazda,6,S,2023,Saudi,Grey ,Standard,Gasoline,Automatic,FWD,4,2.5,Used,100 km,Riyadh,"['Auto Hold', 'Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Traction Control System', 'Rear Central Arm Rest', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Voice control', 'Manual seats\t', 'Fabric Seats', 'Bluetooth', 'Power connection', 'Radio', 'CD player', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Hyundai,Tucson,GL,2017,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,2.0,Used,87136 km,Riyadh,"['Traction Control System', 'Hill Descent Control', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Car Key', 'Manual seats\t', ' Foldable rear seats', ' Rear AC Vents', 'Rear Central Arm Rest', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'A/C Manual', 'Remote Entry', 'ISOFIX', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Side Turn Signals']",
Hyundai,Azera,Smart Plus,2022,Saudi,Nardo Gray,Standard,Gasoline,Automatic,FWD,6,3.5,Used,13393 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Traction Control System', 'Sensors control', 'Power seats', 'Leather Seats', ' Rear AC Vents', 'Echo', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Paddle shift', 'Cruise Control', 'Front & Rear Power Windows', 'Remote Entry', 'Drive Mode', 'Voice control', 'A/C Auto', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Rim Wheels', 'Panorama Sunroof', 'Front sensors', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Halogen Lamps', 'Window Defroster', 'Keyless Entry System']",
Kia,Cerato,L,2019,Saudi,Red,Standard,Gasoline,Automatic,FWD,4,1.6,Used,175892 km,Riyadh,"['Traction Control System', 'Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', ' Foldable rear seats', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Toyota,Yaris ,E,2017,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.3,Used,110578 km,Riyadh,"['Safety belts', 'Electronic Stability Program', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Brake Assist System', 'Traction Control System', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'USB Input', 'AUX', 'Power connection', 'Radio', 'CD player', 'Electrical Mirrors', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Flasher', 'Rear Fog Lights']",
Nissan,Sunny,SV,2019,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,1.5,Used,146220 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Steering Wheel Controls', 'Front Electric & back Manual Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Manual seats\t', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Flasher', 'Rear Fog Lights']",
Kia,Pegas,LX,2020,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,1.4,Used,112841 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Lexus,RX,350 BB Excellence,2019,Saudi,White,Half Full,Gasoline,Automatic,Double (4x4),6,3.5,Used,126451 km,Riyadh,"['Safety belts', 'Auto Hold', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Mouse controller', 'Power seats', 'Voice control', 'Leather Seats', 'Mirrors (Black)', ' Rear AC Vents', 'Echo', 'Fingerprint Ignition', 'Steering Wheel Controls', ' Foldable rear seats', 'Cruise Control', 'Rear Central Arm Rest', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Seats Cooling', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Navigation System', 'Rear DVD', 'Rear spoiler', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals']",
Changan,CS 75,Full,2021,Saudi,White,Full,Gasoline,Automatic,FWD,4,1.8,Used,104813 km,Riyadh,"['Safety belts', 'Sensors control', 'Auto Hold', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Power seats', 'A/C Touch', 'Leather Seats', ' Foldable rear seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Remote Entry', 'Seats Cooling', 'Rear Central Arm Rest', 'Bluetooth', 'USB Input', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Panorama Sunroof', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Halogen Lamps']",
Toyota,RAV4,LE,2020,Saudi,White,Standard,Gasoline,Automatic,AWD,4,2.0,Used,147205 km,Riyadh,"['Traction Control System', 'Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Auto Hold', 'Manual seats\t', ' Foldable rear seats', 'Rear Central Arm Rest', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Car Key', 'A/C Manual', 'Remote Entry', 'Drive Mode', 'Echo', 'Cruise Control', 'Fabric Seats', 'Voice control', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights', 'Rear Parking Sensors']",
Hyundai,Accent,GL,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.4,Used,127624 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Honda,Accord,LX,2017,Saudi,Silver,Standard,Gasoline,Automatic,FWD,4,2.4,Used,101517 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Front & Rear Power Windows', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Rear Central Arm Rest', 'Power connection', 'CD player', 'AUX', 'Radio', 'Cover Wheels', 'Electrical Mirrors', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
Hyundai,Tucson,GL,2018,Saudi,White,Standard,Gasoline,Automatic,FWD,4,2.0,Used,104292 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Tire Pressure Monitoring System', 'ISOFIX', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Rear Central Arm Rest', 'Cruise Control', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights']",
Toyota,Camry ,SE,2020,Saudi,Silver,Half Full,Gasoline,Automatic,FWD,4,2.5,Used,73000 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Auto Hold', 'Traction Control System', 'Auto Lock System', 'Sensors control', 'Drive Mode', 'Voice control', 'Mirrors (Black)', ' Rear AC Vents', 'Echo', 'Fingerprint Ignition', 'Steering Wheel Controls', ' Foldable rear seats', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'A/C Auto', 'Remote Entry', 'Power seats', 'Leather Seats', 'Electric car curtain', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals']",
Toyota,Camry ,GL,2017,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,2.5,Used,130386 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Rear Camera', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
Toyota,Rush,STD,2023,Saudi,Silver,Standard,Gasoline,Automatic,RWD,4,1.5,Used,17732 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Front & Rear Power Windows', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Fabric Seats', 'A/C Manual', 'Manual seats\t', ' Foldable rear seats', 'Power connection', 'Bluetooth', 'USB Input', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
BMW,X Series,2 S Drive 20I,2018,Other,Grey ,Half Full,Gasoline,Automatic,FWD,4,2.0,Used,51033 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Memory Seats', 'Power seats', 'Voice control', 'Echo', 'ISOFIX', ' Foldable rear seats', 'Rear Central Arm Rest', 'Paddle shift', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Honda,Pilot,Touring,2019,Other,Red,Full,Gasoline,Automatic,AWD,6,3.5,Used,41327 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Lane Departure Warning System', 'Traction Control System', 'Sensors control', 'Forward Collision Warning', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Memory Seats', 'seat heating / cooling', 'Power seats', 'Mirrors (Black)', ' Foldable rear seats', 'Rear Central Arm Rest', 'Back Side A/C Control ', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Keyless Entry System', 'Rear Fog Lights']",
Hyundai,Elantra,GL,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,2.0,Used,92138 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Toyota,Yaris ,Y,2019,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.5,Used,44672 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Bluetooth', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Flasher', 'Rear Fog Lights']",
Toyota,Avalon,Touring,2022,Saudi,White,Half Full,Gasoline,Automatic,FWD,6,3.5,Used,100 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Sensors control', 'Traction Control System', 'Auto Hold', 'Voice control', 'Echo', 'Leather Seats', 'ISOFIX', ' Rear AC Vents', 'Fingerprint Ignition', 'Rear Central Arm Rest', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Drive Mode', 'Power seats', 'A/C Auto', 'Remote Entry', 'Seats Heating', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler']",
Changan,Eado,Smart,2021,Saudi,Red,Half Full,Gasoline,Automatic,FWD,4,1.6,Used,126098 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Leather Seats', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Manual seats\t', 'Rear Central Arm Rest', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
