title,price,location,property_type,bedrooms,bathrooms,area
شقة 115م استلام فوري بالتجمع الخامس في جاردينيا هايتس,"
          710,000
              EGP  ","Mohamed Naguib Axis, Abou El Houl, New Cairo City, Cairo",Apartment,2 ,1 ,115 sqm
شقه 210م على شارع رئيسي بجوار Mountain View i city,"
          1,300,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,210 sqm
هتشتري في العاصمه يارخص سعر للمتر كامل  التشطيب,"
          1,950,000
              EGP  ","Capital Heights 2, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm
شقة 140م بقسط شهرى 4100ج ومقدم58800ج الحى الثانى,"
          840,000
              EGP  ","Plot 1, Group 22, 2nd District, New Heliopolis, Cairo",Apartment,3 ,2 ,140 sqm
شقة فاخرة للبيع بكمبوند تاج سلطان القاهرة الجديدة.,"
          3,950,000
              EGP  ","Tag Sultan, Ring Road, Cairo",Apartment,3 ,3 ,220 sqm
للبيع شقه 180متر بالرحب 2 فيو وموقع وسعر ممتاز,"
          2,600,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,180 sqm
apartment for sale ف العاصمة تطل ع الجامعة الروسية,"
          470,000
              EGP  ","Green Avenue, New Capital Compounds, New Capital City, Cairo",Apartment,4 ,3 ,207 sqm
apartment for saleف العاصمة تشطيب كامل وبالتكيفات,"
          407,000
              EGP  ","Green Avenue, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,158 sqm
بمدينتى شقة 139م للبيع موقع متميز بجوار الخدمات طلعت مصطفى  Flat In  Madinty 138m For Sale,"
          1,550,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,139 sqm
شقه للبيع في ذا سكوير بجنينه ب اقل من سعر السوق,"
          1,450,000
              EGP  ","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,140 sqm
شقه 145 متر في the address east  علي فيو جردن واسع,"
          2,253,000
              EGP  ","The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,145 sqm
شقة متكررللبيع بالرحاب249مقريبة من كارفور,"
          3,750,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,4 ,249 sqm
شقة فى مدينتى 71 م2 بحرى للبيع كاش,"
          850,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,1 ,71 sqm
شقه مميزه بوترواى على لاند سكيب امكانيه التقسيط,"
          4,830,000
              EGP  ","The Water Way, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,230 sqm
للتمليك بالرحاب شقة 131متر تشطيبات خاصة.,"
          1,950,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,2 ,131 sqm
لقطه للبيع في مدينتي 131م في B6  موقع مميز جدا,"
          1,500,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,131 sqm
شقة للبيع 165م على شارع شبرا الرئيسى بأفضل سعر.,"
          1,550,000
              EGP  ","Shubra St., Shobra, Hay Shobra, Cairo",Apartment,3 ,1 ,165 sqm
للبيع شقه 140م بالتجمع الاول تشطيب فاخر,"
          1,300,000
              EGP  ","Al Shaheed Milad Awad St., The 1st Settlement, New Cairo City, Cairo",Apartment,3 ,1 ,140 sqm
للبيع في مدينتي شقة 143 م في B 6 فيو وايد جاردن,"
          1,650,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,1 ,143 sqm
شقتك بالمربع الذهبى بالتجمع الخامس بقسط على 20 سنة,"
          1,734,000
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,2 ,1 ,125 sqm
استثمر قبل فوات الاوان بافضل سعر فالعاصمة الادارية,"
          2,100,000
              EGP  ","Green Avenue, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,210 sqm
للبيع في مدينتي شقة 136م بدون تشطيب فيB6 جاردن فيو,"
          1,300,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,1 ,136 sqm
وحدتك  بأميز موقع فى  العاصمة  بمنطقة   المستثمرين,"
          1,438,950
              EGP  ","Capital Heights 2, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,1 ,136 sqm
شقة للبيع 750 م2  ب أبراج أغاخان بأفضل سعر   .,"
          3,200,000
              EGP  ","Taftish Al Rai St., Asaad, El Sahel, Hay Shobra, Cairo",Apartment,4 ,4 ,750 sqm
بكمبوند ستون ريذيدنس استلام فوري وتسهيلات 9 سنوات,"
          198,500
              EGP  ","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,140 sqm
شقه للبيع في ليك فيو ريذدينس بالتقسيط استلام فوري,"
          2,500,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,122 sqm
لاول مرة بالتقسيط حتى20عام فى الجولدن سكوير التجمع,"
          1,734,000
              EGP  ","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",Apartment,2 ,1 ,125 sqm
للبيع اميز شقه فى حى النرجس فيو حديقه,"
          2,500,000
              EGP  ","Beram Al Tunsi St., Al Narges 1, Al Narges, New Cairo City, Cairo",Apartment,4 ,3 ,270 sqm
شقة بحرى للبيع كمبوند القطامية بلازا التجمع الخامس,"
          2,900,000
              EGP  ","Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,156 sqm
امتلك مع ساويرس شقة متشطبه فZED EAST التجمع قسط 10,"
          3,197,000
              EGP  ","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,139 sqm
بكمبوندBLOOMFIELDSاحجز الان شقتك وقسط علي 10 سنوات,"
          1,500,000
              EGP  ","Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,2 ,125 sqm
"شقه بتشطيب فاخر موقع  مميز جدا ""كمبوند تيجان ١""","
          2,150,000
              EGP  ","Tijan, Zahraa El Maadi, Hay El Maadi, Cairo",Apartment,3 ,3 ,205 sqm
ماونتن فيو اي سيتي شقة 160م بحديقة ناصية بتسهيلات,"
          1,471,000
              EGP  ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,160 sqm
شقه دوبليكس بقسط شهري 9286 مع حديقه بمساحه 50م,"
          1,125,000
              EGP  ","Plot 17, 4th Neighborhood, 9th District, Shorouk City, Cairo",Apartment,3 ,2 ,240 sqm
فرصة لن تتكرر شقة لقطه ف مدينتى B1,"
          2,700,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,175 sqm
شقة 2 نوم موقع ممتاز 144م ليك فيو ريسيدنز مرحلة 2,"
          2,250,000
              EGP  ","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,144 sqm
وحدتك متشطبة فندقيا وبالتكييفات RIVAN وقسط ع10سنين,"
          1,187,000
              EGP  ","Rivan, New Capital Compounds, New Capital City, Cairo",Apartment,studio ,1 ,92 sqm
"امتلك شقه145م ب""CASTLE LAND MARK""وتسهيلات حتى12سنه","
          1,299,200
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,145 sqm
شقة دوبلكس الحزام الاخضر 200الف ج مقدم,"
          1,262,000
              EGP  ","Plot 15, Group 24, 2nd District, New Heliopolis, Cairo",Apartment,4 ,3 ,295 sqm
للبيع شقه رائعه 260 مترعماره حديثه فيو بانوراما,"
          3,380,000
              EGP  ","Abdullah Deraz St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,260 sqm
للبيع شقه ادارى 125 متر موقع مميز بسعر مناسب للجادين,"
          1,875,000
              EGP  ","Shams Al Din Al Zahaby St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,2 ,125 sqm
للبيع شقه رائعه بالشويفات موقع مميز بسعر مناسب,"
          3,700,000
              EGP  ","Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,265 sqm
شقة للبيع بغرب الجولف بسعر مغرى جدا,"
          3,600,000
              EGP  ","West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Apartment,3 ,3 ,260 sqm
شقة للبيع بكمبوند قطامية بلازا - سوديك,"
          3,000,000
              EGP  ","Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",Apartment,2 ,3 ,155 sqm
شقة للبيع  خلف الميراج متشطبه بسعر مناسب,"
          2,450,000
              EGP  ","Al Houreya St., The 1st Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm
للبيع شقه رائعه 300م تشطيب فاخر على النزهه الرئيسى,"
          3,000,000
              EGP  ","Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,300 sqm
للبيع شقه رائعه 225م كامله التشطيب بسعر مناسب للجادين,"
          2,600,000
              EGP  ","Ahmed Wasfi St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,225 sqm
للبيع شقه مميزه كامله التشطيب بسعر مناسب للجادين,"
          2,500,000
              EGP  ","Sheben St., El Ismailia Square, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,220 sqm
للبيع شقه 220م ارضي ارقى كمبوندات العاصمة الاداريه,"
          2,341,000
              EGP  ","Town Gate, New Capital Compounds, New Capital City, Cairo",Apartment,4 ,4 ,220 sqm
للبيع عالميرغنى الرئيسى لجميع الاغراض الاداريه والسكنيه,"
          3,500,000
              EGP  ","Al Merghany St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,2 ,200 sqm
افضل  موقع  استثمارى   بالعاصمة  الادارية  الجديدة,"
          1,398,225
              EGP  ","Capital Heights 2, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,136 sqm
تملك فى العاصمة بقسط حتى 12 سنة و خصم  يصل لـ 20%,"
          1,360,000
              EGP  ","Castle Landmark, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,145 sqm
للبيع فيلا تموذج G بجوار الجولف  تشطيب كامل,"
          7,500,000
              EGP  ","Madinaty, Cairo",Apartment,4 ,4 ,333 sqm
شقة للبيع في النرجس فيلات 6 موقع مميز            .,"
          2,150,000
              EGP  ","Abdullah Bin Omar St., Al Narges 6, Al Narges, New Cairo City, Cairo",Apartment,3 ,2 ,250 sqm
شقه للبيع بكمبوند واتر واى فيو قمة فى التميز,"
          5,650,000
              EGP  ","The Water Way, North Investors Area, New Cairo City, Cairo",Apartment,3 ,3 ,230 sqm
فرصة شقه مميزة ل البيع ف مدينتى B8,"
          2,000,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,148 sqm
بمدينتى أستوديو 48م للبيع تشطيب خاص بالكامل بالوديعة خالص أقساط In Madinty Studio 48m For Sale Super Luxe,"
          700,000
              EGP  ","Madinaty, Cairo",Apartment,studio ,1 ,48 sqm
شقة في النرجس التجمع الخامس متشطبة بالكامل       .,"
          2,700,000
              EGP  ","Abu Talha Elansary St., Al Narges 6, Al Narges, New Cairo City, Cairo",Apartment,3 ,3 ,210 sqm
شقة للبيع مع عضوية مجانا بمقدم20%فقط بالتجمع خامس,"
          256,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,169 sqm
شقة للبيع موقع مميز عالميرغنى الرئيسى,"
          2,500,000
              EGP  ","Al Merghany St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,2 ,250 sqm
شقة بيع في مدينتي 116م فيB10 فيو جاردن موقع ممتاز,"
          1,050,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,116 sqm
للبيع شقه رائعه 366 م موقع متميز كامله التشطيب الفاخر,"
          7,500,000
              EGP  ","Abd Al Salam Farid St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,4 ,3 ,366 sqm
offer CityscapeبPALM HILLS بدون مقدم وقسط 7.5 سنين,"
          2,448,000
              EGP  ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,142 sqm
THE VUESبدون مقدم10سنوات استمتع بشقك فbloom fields,"
          900,000
              EGP  ","Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,1 ,1 ,75 sqm
امتلك بمدينة الرحاب شقة 180متر بالمراحل الجديدة.,"
          2,400,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,180 sqm
شقه للبيع بكمبوند غرب الجولف موقع مميز بسعر مناسب,"
          3,500,000
              EGP  ","West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Apartment,3 ,2 ,230 sqm
بدون مقدم امتلك شقتك بمدينة المستقبل في بلوم فيلدز,"
          900,000
              EGP  ","Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,2 ,1 ,75 sqm
شقق نصف تشطيب بمقدم 0% للبيع بكمبوند The Veus,"
          2,520,000
              EGP  ","Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",Apartment,3 ,2 ,210 sqm
Nile view apartment for sale at Zamalek,"
          7,000,000
              EGP  ","Abou Al Feda St., Zamalek, Cairo",Apartment,3 ,3 ,270 sqm
للبيع شقه رائعه بشارع بيروت موقع متميز وتشطيب فاخر جدا بسعر مناسب,"
          5,800,000
              EGP  ","Beirut St., Al Gamea Square, Heliopolis - Masr El Gedida, Cairo",Apartment,4 ,5 ,430 sqm
دور كامل للبيع موقع متميز بقلب مصر الجديده بسعر مناسب للجادين,"
          5,500,000
              EGP  ","Al Andalus St., Roxy, Heliopolis - Masr El Gedida, Cairo",Apartment,6 ,5 ,500 sqm
للبيع شقه رائعه تصلح لجميع الاغراض قرب تيفولى بسعر مناسب للجادين,"
          2,530,000
              EGP  ","Omar Ibn Al Khattab St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,283 sqm
شقة لقطة للبيع ١٣١م بي6 فيو وايت جاردن بسعر تجاري,"
          1,450,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,131 sqm
للبيع ف مدينتي موقع مميز جدا فيو مفتوح 139م,"
          1,680,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,139 sqm
شقة للبيع بمدينة الرحاب المرحلة التاسعة,"
          1,650,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,2 ,1 ,99 sqm
أرضي للبيع بمدينتي نموزج(600)+حديقه60متر,"
          3,400,000
              EGP  ","Madinaty, Cairo",Apartment,4 ,3 ,265 sqm
شقه 168م لقطه فى كمبوند فيو لاند سكيب و النادى,"
          1,590,000
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,3 ,168 sqm
لبيع شقه كمبوندا ميدتاون اسكاي بالعاصمه الاداريه,"
          1,058,400
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,140 sqm
لأول مره قسط على 15 سنة بدون فوائد قسط يبدأمن 4500,"
          1,455,000
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,3 ,165 sqm
"امتلك في النرجس الجديدة  بمقدم يبدأ  من    354,480","
          354,480
              EGP  ","New Narges, New Cairo City, Cairo",Apartment,3 ,2 ,211 sqm
للبيع في مدينتي مع تساهيل في الدفع,"
          2,000,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,140 sqm
للبيع شقه كمبوند كتالان بالعاصمه الاداريه 7,"
          1,435,000
              EGP  ","Catalan, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,175 sqm
شقة للبيع بالتجمع الخامس النرجس متشطبة           .,"
          2,400,000
              EGP  ","El Narges Buildings, Al Narges, New Cairo City, Cairo",Apartment,3 ,3 ,220 sqm
شقتك172م بجاردن بمقدم 334ألف جنب  Kempinski,"
          334,000
              EGP  ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,172 sqm
best offer for apartment in Lake view,"
          2,390,000
              EGP  ","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,134 sqm
شقة فى مدينتى 137 م2 بحرى للبيع كاش,"
          1,650,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,137 sqm
مكتب فخم مفروش ومجدهز بالكامل للبيع بعمارات العبور,"
          1,300,000
              EGP  ","Al Orouba St., El Estad, Nasr City, Cairo",Apartment,3 ,1 ,138 sqm
حي اللوتس . دور ثاني. اصانصير. عداد كهرباء,"
          880,000
              EGP  ","South Lotus, El Lotus, New Cairo City, Cairo",Apartment,2 ,1 ,110 sqm
شقة  مدينة الرحاب مرحلة االخامسة 224م فيو بنوراما,"
          3,250,000
              EGP  ","Othmman Ibn Affan St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,224 sqm
للبيع شقة 200م في لافيردي  العاصمة الجديدة,"
          2,300,000
              EGP  ","La Verde, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,2 ,"2,300,000 sqm"
امتلك وحدة بالعاصمه الاداريه الجديده لاقل سعر مترر,"
          2,329,000
              EGP  ","Town Gate, New Capital Compounds, New Capital City, Cairo",Apartment,4 ,3 ,245 sqm
شقة للبيع ٢٠٥م تشطيب كامل بالنرجس عمارات,"
          2,700,000
              EGP  ","El Narges Buildings, Al Narges, New Cairo City, Cairo",Apartment,3 ,2 ,205 sqm
شقة 145م في هايد بارك التجمع الخامس استلام فوري,"
          1,405,300
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,145 sqm
للبيع شقه 155 م بحديقه الرحاب 2,"
          2,500,000
              EGP  ","El Rehab Extension, Al Rehab, New Cairo City, Cairo",Apartment,3 ,3 ,155 sqm
شقه للبيع بمدينتي بالمرحله العاشره,"
          2,508,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,200 sqm
انتهز الفرصه وامتلك شقه بالعاصمه كامله التشطيب,"
          1,500,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm
امتلك شقتك بالحي الخامس أرقى أحياء بيت الوطن,"
          931,800
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,136 sqm
شقة 190م للبيع بحي بيت الوطن قسط 70 شهر بدون فوائد,"
          1,210,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,190 sqm
شقة 185م للبيع بحي بيت الوطن قسط 70 شهر بدون فوائد,"
          1,185,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,185 sqm
شقة 350 م للبيع كومباوند ماهيكـا بالتجمع قسط85 شهر,"
          1,750,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,350 sqm
للبيع شقة سكنية مساحة 215م2 بالمنطقة الأولى - بمساكن شيراتون المطار,"
          3,010,000
              EGP  ","Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",Apartment,3 ,3 ,215 sqm
شقة 195م للبيع بحي بيت الوطن قسط 70 شهر بدون فوائد,"
          1,275,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,195 sqm
شقه للبيع ارضي بحديه فيو جاردن اول سكن           .,"
          2,500,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,236 sqm
شقه للبيع بالتجمع 200 متر بالنرجس واحد,"
          2,800,000
              EGP  ","Badr Khan Ali St., Al Narges 1, Al Narges, New Cairo City, Cairo",Apartment,3 ,2 ,200 sqm
شقة نموذج 600 مميزة جدا للبيع في مدينتي,"
          3,350,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,265 sqm
فرصه الان بمقدم يبدا من 300 الف واقساط علي 5سنوات,"
          3,610,000
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,199 sqm
شقه لقطه في الاندلس 1 بجوار قطاميه ديونز بارخص سعر,"
          1,400,000
              EGP  ","Al Andalus Family, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,2 ,175 sqm
شقه 168م لقطه فى كمبوند فيو لاند سكيب و النادى,"
          1,590,000
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,3 ,168 sqm
لبيع شقه كمبوندا ميدتاون اسكاي بالعاصمه الاداريه,"
          1,058,400
              EGP  ","Midtown Sky, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,140 sqm
لأول مره قسط على 15 سنة بدون فوائد قسط يبدأمن 4500,"
          1,455,000
              EGP  ","R7, New Capital City, Cairo",Apartment,3 ,3 ,165 sqm
"امتلك في النرجس الجديدة  بمقدم يبدأ  من    354,480","
          354,480
              EGP  ","New Narges, New Cairo City, Cairo",Apartment,3 ,2 ,211 sqm
استلم شقتك و قسط علي 10 سنين,"
          2,900,000
              EGP  ","Galleria Residences, South Investors Area, New Cairo City, Cairo",Apartment,3 ,1 ,160 sqm
شقة تحفة ڤيو روعة ١٣٥م٢ فى مدينتى B1 G17,"
          1,650,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,135 sqm
شقة ارضى مرتفع بسعر مميز للبيع فى البنفسج عمارات,"
          1,750,000
              EGP  ","El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",Apartment,3 ,2 ,175 sqm
للبيع شقة 200م بأفضل موقع بالمربع الذهبى على حديقة,"
          1,800,000
              EGP  ","Trablous St., 6th Zone, Nasr City, Cairo",Apartment,3 ,3 ,200 sqm
شقه للبيع بمدينتي بالمرحله العاشره,"
          2,508,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,200 sqm
انتهز الفرصه وامتلك شقه بالعاصمه كامله التشطيب,"
          1,500,000
              EGP  ","Sueno, New Capital Compounds, New Capital City, Cairo",Apartment,3 ,3 ,150 sqm
شقة 160م بكمبوند درع مصر بالتجمع - الاندلس,"
          1,150,000
              EGP  ","Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",Apartment,3 ,2 ,160 sqm
شقة 190م بخصم 9% واقساط 9 سنين بالعاصمة الادارية,"
          1,970,000
              EGP  ","Armonia, New Capital Compounds, New Capital City, Cairo",Apartment,4 ,3 ,191 sqm
شقة 107 م بالعاصمة الادارية مقدم 9% وخصم 9%,"
          1,300,000
              EGP  ","Armonia, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,107 sqm
شقة للبيع تشطيب متميز تطل على الميرلاند مباشرة,"
          5,000,000
              EGP  ","Nehro St., Roxy, Heliopolis - Masr El Gedida, Cairo",Apartment,2 ,3 ,230 sqm
شقة للبيع ٢٠٥م تشطيب كامل بالنرجس عمارات,"
          2,700,000
              EGP  ","El Narges Buildings, Al Narges, New Cairo City, Cairo",Apartment,3 ,2 ,205 sqm
شقة 145م في هايد بارك التجمع الخامس استلام فوري,"
          1,405,300
              EGP  ","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,2 ,145 sqm
امتلك عيادة بالتقسيط بمول جراند الشروق بموقع متميز,"
          1,700,000
              EGP  ","13th Neighborhood, 3rd District East, Shorouk City, Cairo",Apartment,1 ,1 ,81 sqm
للبيع شقة 143 متر بال B8 بحري صريح,"
          1,966,600
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,143 sqm
امتلك شقتك بالحي الخامس أرقى أحياء بيت الوطن,"
          931,800
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,2 ,136 sqm
شقة 190م للبيع بحي بيت الوطن قسط 70 شهر بدون فوائد,"
          1,210,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,190 sqm
شقة 185م للبيع بحي بيت الوطن قسط 70 شهر بدون فوائد,"
          1,185,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,185 sqm
شقة 350 م للبيع كومباوند ماهيكـا بالتجمع قسط85 شهر,"
          1,750,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,350 sqm
للبيع شقة سكنية مساحة 215م2 بالمنطقة الأولى - بمساكن شيراتون المطار,"
          3,010,000
              EGP  ","Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",Apartment,3 ,3 ,215 sqm
شقة 195م للبيع بحي بيت الوطن قسط 70 شهر بدون فوائد,"
          1,275,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,2 ,1 ,195 sqm
شفة 128 متر في مدينتي B11 للبيع بسعر مغري,"
          1,300,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,128 sqm
شقة للبيع بمساحة 96 متر بالمرحلة 11 بمدينتي,"
          1,150,000
              EGP  ","Madinaty, Cairo",Apartment,2 ,2 ,96 sqm
وحدة ١٣٠ متر مشروع جنوب العاصمة,"
          660,000
              EGP  ","Jnoub, New Capital Compounds, New Capital City, Cairo",Apartment,2 ,2 ,130 sqm
شقه ارضي 203 م + بحديقه 200 م  للبيع في  ذا سكوير.,"
          2,100,000
              EGP  ","The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,203 sqm
شقة نموذج 600 مميزة جدا للبيع في مدينتي,"
          3,350,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,3 ,265 sqm
للبيع شقه في مدينتي.............,"
          1,600,000
              EGP  ","Madinaty, Cairo",Apartment,3 ,2 ,135 sqm
شقة  للبيع في التجمع الخامس في بيت الوطن مساحه 172,"
          1,120,000
              EGP  ","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,172 sqm
شقة للبيع  خلف الميراج متشطبه بسعر مناسب,"
          2,450,000
              EGP  ","Al Houreya St., The 1st Settlement, New Cairo City, Cairo",Apartment,3 ,3 ,200 sqm
للبيع عالميرغنى الرئيسى لجميع الاغراض الاداريه والسكنيه,"
          3,500,000
              EGP  ","Al Merghany St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,2 ,200 sqm
للبيع شقه رائعه 225م كامله التشطيب بسعر مناسب للجادين,"
          2,600,000
              EGP  ","Ahmed Wasfi St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,225 sqm
للبيع شقه 220م ارضي ارقى كمبوندات العاصمة الاداريه,"
          2,341,000
              EGP  ","Town Gate, New Capital Compounds, New Capital City, Cairo",Apartment,4 ,4 ,220 sqm
للبيع شقه مميزه كامله التشطيب بسعر مناسب للجادين,"
          2,500,000
              EGP  ","Sheben St., El Ismailia Square, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,220 sqm
Nile view apartment for sale at Zamalek,"
          7,000,000
              EGP  ","Abou Al Feda St., Zamalek, Cairo",Apartment,3 ,3 ,270 sqm
للبيع شقه رائعه 300م تشطيب فاخر على النزهه الرئيسى,"
          3,000,000
              EGP  ","Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",Apartment,3 ,3 ,300 sqm
للبيع شقه رائعه بشارع بيروت موقع متميز وتشطيب فاخر جدا بسعر مناسب,"
          5,800,000
              EGP  ","Beirut St., Al Gamea Square, Heliopolis - Masr El Gedida, Cairo",Apartment,4 ,5 ,430 sqm
